Region Name,Mall Name,Version,New Store Count,DateFormat,Multi Language,Site Name,Social Selection,Facebook Id,Google Site Verification,Show Popin,Module List,ApiKey,minZoom,preferedLanguage,VenueId,zoom,countrySet,language map azure,latitude,longitude,api-version,pushpin color,pushpin label color,pushpin label,subscription-key,Address 1,Address 2,City,Postal code,Country,Mall Address,map height,map width,pins,typehead,zoom map azure,Time Zone,TimeFormat
France,Odysseum,fr-FR,1,/sitecore/content/Klepierre/Shared/Date Format Repository/Date Format 1, ,{mall}, , , , , ,Api key ,10,fr ,Venueid ,100, , , , , , , , , ,Centre Commercial Régional Odysseum,2 place de Lisbonne,Montpellier,34000,France, , , , , ,,/sitecore/content/Klepierre/Shared/TimeZone Repository/GMT4 Port Louis,/sitecore/content/Klepierre/Shared/Time Format Repository/24 hour format
