Region Name,Mall Name,Version,Database,Domain,Environment,HostName,LinkProvider,OtherProperties,SiteName,StartItem,SxaLinkable,TargetHostName,VirtualFolder,FilteredItemsCacheSize,HtmlCacheSize,RegistryCacheSize,ViewStateCacheSize,XslCacheSize,AllowDebug,CacheHtml,DisableBrowserCaching,DisableClientData,EnableDebugger,EnablePreview,EnableWebEdit,FieldLanguageFallback,ItemLanguageFallback,Language,Language Embedding,LoginPage,RequireLogin
France,Odysseum,fr-FR,master,extranet,*,odysseum.dev.local, ,dictionaryPath=%2Fsitecore%2Fcontent%2FKlepierre%2F{region}%2F{mall}%2FResource%20Keys&siteSettingsPath=%2Fsitecore%2Fcontent%2FKlepierre%2F{region}%2F{mall}%2FSettings%2FMall%20Settings&Schema=http,{mall},/sitecore/content/Klepierre/{region}/{mall}/Home,/sitecore/content/Klepierre/{region}/{mall}/Home,,/,,"500	",,"0	1	1	",,"1	1	1	",,,,, ,,,,fr-FR,,,
